year,topic,state_abbr,likes_pro,likes_anti,likes_neutral,likes,likes_total,n_posts,impressions,stance_bias,share_in_state,weighted_stance_bias,stance_bias_z,state,democrat_pct,republican_pct,dem_minus_rep
2020,Abortion,AK,464.0104647890745,500.2773077945344,1232.2337857157859,2196.5215582993947,2196.5215582993947,772,29184844.7567595,-0.016511034398195786,0.11712626589735953,-0.0019338758051635292,-0.18668816436642402,Alaska,42.77,52.83,-10.059999999999995
2020,Abortion,AL,3063.3732840800753,5100.822915171512,8482.483791635063,16646.679990886652,16646.679990886652,957,79885426.9061845,-0.12239375252043373,0.11387541444610738,-0.01393763929387869,-0.9554405909431143,Alabama,36.57,62.03,-25.46
2020,Abortion,AR,1754.9725584301136,3065.296732646798,4486.341329833151,9306.610620910062,9306.610620910062,881,40384409.7305345,-0.14079499267678097,0.12975113626263424,-0.018268310279901598,-1.0890412225955934,Arkansas,34.78,62.4,-27.62
2020,Abortion,AZ,6182.124965892989,5576.803437759457,17440.827045953076,29199.755449605524,29199.755449605524,1020,419823979.29828846,0.020730362936711173,0.0744303790898501,0.001542968772049591,0.08369981847006436,Arizona,49.36,49.06,0.2999999999999971
2020,Abortion,CA,16612.788273860566,12213.009883499468,37869.93115391584,66695.72931127588,66695.72931127588,1072,603322860.2306296,0.06596791782314691,0.10247001688918891,0.006759733653482491,0.41214321988704955,California,63.48,34.32,29.16
2020,Abortion,CO,4029.2181043072756,5466.438714030064,7360.551399900338,16856.208218237676,16856.208218237676,944,155549719.0106645,-0.08526357714113778,0.10564535941322925,-0.009007701251933098,-0.6858601256107182,Colorado,55.4,41.9,13.5
2020,Abortion,CT,1973.2780977648429,919.3012642646762,3126.8699577959387,6019.449319825458,6019.449319825458,875,42048411.348555,0.17509522507795253,0.11000721298509612,0.019261737717823666,1.2044527085900274,Connecticut,59.26,39.19,20.07
2020,Abortion,DC,1040.2513551717966,54.317774382278564,1296.5003592449057,2391.0694887989807,2391.0694887989807,458,24754718.1437095,0.412339994888541,0.0790105823902832,0.03257922313895002,2.926948085729514,District of Columbia,92.15,5.4,86.75
2020,Abortion,DE,611.0047248339961,349.67093983396535,1976.3075456739884,2936.98321034195,2936.98321034195,797,20561432.3202525,0.08898034693552229,0.11458021913745314,0.01019538765079875,0.5792229948994283,Delaware,58.74,39.77,18.97
2020,Abortion,FL,20669.795276894278,11071.711770526159,33796.82487161021,65538.33191903065,65538.33191903065,1058,605381467.080447,0.14644992060869164,0.08967791033797147,0.013133322849349288,0.9964759234139067,Florida,47.86,51.22,-3.3599999999999994
2020,Abortion,GA,9449.072563283993,5549.897296988759,20819.454911719593,35818.424771992344,35818.424771992344,1034,320611852.040047,0.10885948477958006,0.06847818828960901,0.00745450029584591,0.7235537764177988,Georgia,49.47,49.24,0.2299999999999968
2020,Abortion,HI,585.9951297771681,394.9531010812867,1259.2353544060616,2240.1835852645163,2240.1835852645163,776,14521988.6366795,0.08527963063050636,0.10814519712923651,0.009222582465644587,0.55235426041654,Hawaii,63.73,34.27,29.459999999999997
2020,Abortion,IA,3641.0231985890478,2760.4506418521787,6535.681929779055,12937.15577022028,12937.15577022028,941,159581429.634451,0.06806539028955941,0.0724469046693062,0.004931126841586831,0.4273717394871121,Iowa,44.89,53.09,-8.200000000000003
2020,Abortion,ID,740.9239511084627,1290.688227760185,2563.455377901657,4595.067556770305,4595.067556770305,812,23862800.5868735,-0.11964226202544244,0.12892008981753658,-0.015424291166293286,-0.9354636293365439,Idaho,33.07,63.84,-30.770000000000003
2020,Abortion,IL,7705.9450401954755,12785.061873462286,37136.36658196324,57627.373495620996,57627.373495620996,1012,198642234.6607125,-0.08813722585591661,0.10288854815927491,-0.009068311207101366,-0.7067240065328613,Illinois,57.54,40.55,16.990000000000002
2020,Abortion,IN,4146.260425916457,5012.545239211256,9879.994208511718,19038.79987363943,19038.79987363943,975,112128740.7448325,-0.04550101997207456,0.13253148354310146,-0.006030317679623331,-0.3971674772474364,Indiana,40.96,57.03,-16.07
2020,Abortion,KS,1833.041908601442,4297.222651237795,4177.339774582595,10307.60433442183,10307.60433442183,887,44804084.3254595,-0.23906435120014458,0.1385482423288433,-0.03312194566226533,-1.8025175024145215,Kansas,41.51,56.14,-14.630000000000004
2020,Abortion,KY,5323.07840267822,5176.963304016932,9876.453487638324,20376.495194333475,20376.495194333475,965,260934950.10509148,0.007170766967909265,0.10359288962302711,0.0007428404710190733,-0.014748469307945444,Kentucky,36.15,62.09,-25.940000000000005
2020,Abortion,LA,3009.265150277069,4198.465446026985,6815.680509051199,14023.411105355253,14023.411105355253,903,67028953.39024901,-0.08480107206553936,0.12886393222772988,-0.010927799603492501,-0.6825021470333279,Louisiana,39.85,58.46,-18.61
2020,Abortion,MA,3748.7981742110514,1538.6598464712695,5975.325503749289,11262.78352443161,11262.78352443161,926,92065162.049713,0.1962337572186729,0.10416062761462283,0.020439831311072493,1.3579272147760864,Massachusetts,65.6,32.14,33.459999999999994
2020,Abortion,MD,3154.3536005315063,1741.5130383871256,7634.408079277831,12530.274718196462,12530.274718196462,978,81577150.0001055,0.11275415694539036,0.10761207018407505,0.01213370825075356,0.7518307108532262,Maryland,65.36,32.15,33.21
2020,Abortion,ME,1873.1293694278168,821.2709002570671,4172.512521945462,6866.912791630346,6866.912791630346,880,41346730.8305375,0.15317778179050048,0.07618098325899951,0.011669234030232798,1.0453229845860208,Maine,53.09,44.02,9.07
2020,Abortion,MI,9786.926121434768,8074.281211841075,19833.609473717108,37694.81680699295,37694.81680699295,1018,507971649.067863,0.04543449351041738,0.09463111942135063,0.004299516981232887,0.2630620473758163,Michigan,50.62,47.84,2.779999999999994
2020,Abortion,MN,2849.6047263746095,3158.4594562011416,6779.606685995201,12787.670868570953,12787.670868570953,941,151354646.563435,-0.02415253981752247,0.0844446201744973,-0.0020395520511401074,-0.24216866144834157,Minnesota,52.4,45.28,7.119999999999997
2020,Abortion,MO,3725.6232240834265,6761.234779641628,9252.784498397905,19739.64250212296,19739.64250212296,955,96598261.252976,-0.15378249911221684,0.12100772032870441,-0.01860886964402037,-1.1833359032052782,Missouri,41.41,56.8,-15.39
2020,Abortion,MS,2229.858563622318,3974.1809897657563,4474.305310047963,10678.344863436037,10678.344863436037,893,40226197.8130675,-0.16335138529906562,0.12790671831201986,-0.020893739625325806,-1.252809983642879,Mississippi,41.06,57.6,-16.54
2020,Abortion,MT,1021.6384035288911,862.458831520367,2870.648932050404,4754.746167099662,4754.746167099662,812,32915658.8546995,0.03347803782039153,0.09357231244238329,0.0031326174148876003,0.17625322259335538,Montana,40.55,56.92,-16.370000000000005
2020,Abortion,NC,12907.876959740744,9478.5790472154,25851.57129090569,48238.02729786183,48238.02729786183,1058,377950358.3499785,0.07109117235143132,0.06833066838960417,0.00485770732337385,0.4493401715750651,North Carolina,48.59,49.93,-1.3399999999999963
2020,Abortion,ND,208.7738477974759,603.2573728189464,1020.4029813313321,1832.4342019477544,1832.4342019477544,730,12207385.9356065,-0.2152784119627111,0.1270534907767011,-0.027351873728727178,-1.6298217232405046,North Dakota,31.78,65.12,-33.34
