likes_pro,likes_anti,likes_neutral,likes_total,bias,topic,date
289056.0,750372.0,54604.0,1094032.0,-0.42166591105196194,Democratic concerns,2020-07-30 00:00:00+00:00
236004.0,729192.0,56440.0,1021636.0,-0.48274336456428707,Democratic concerns,2020-07-31 00:00:00+00:00
210866.0,396405.0,63584.0,670855.0,-0.27657094305028657,Democratic concerns,2020-08-01 00:00:00+00:00
200819.0,338305.0,64126.0,603250.0,-0.2279088271860754,Democratic concerns,2020-08-02 00:00:00+00:00
199138.0,326334.0,57693.0,583165.0,-0.21811322695977983,Democratic concerns,2020-08-03 00:00:00+00:00
175593.0,345980.0,54152.0,575725.0,-0.2959520604455252,Democratic concerns,2020-08-04 00:00:00+00:00
165365.0,355256.0,58559.0,579180.0,-0.32786180462032527,Democratic concerns,2020-08-05 00:00:00+00:00
161902.0,320625.0,62788.0,545315.0,-0.291066631213152,Democratic concerns,2020-08-06 00:00:00+00:00
164344.0,327021.0,64376.0,555741.0,-0.2927208897669958,Democratic concerns,2020-08-07 00:00:00+00:00
201957.0,363408.0,54574.0,619939.0,-0.2604304617067163,Democratic concerns,2020-08-08 00:00:00+00:00
203727.0,359027.0,53624.0,616378.0,-0.2519557803815191,Democratic concerns,2020-08-09 00:00:00+00:00
193550.0,375790.0,49546.0,618886.0,-0.29446457021163835,Democratic concerns,2020-08-10 00:00:00+00:00
203785.0,346568.0,53263.0,603616.0,-0.23654608227747442,Democratic concerns,2020-08-11 00:00:00+00:00
237763.0,371456.0,45689.0,654908.0,-0.20414012349826235,Democratic concerns,2020-08-12 00:00:00+00:00
245959.0,385197.0,44183.0,675339.0,-0.20617497286547942,Democratic concerns,2020-08-13 00:00:00+00:00
286473.0,411586.0,37058.0,735117.0,-0.17019467649367379,Democratic concerns,2020-08-14 00:00:00+00:00
347684.0,780351.0,57979.0,1186014.0,-0.3648076666885888,Democratic concerns,2020-08-15 00:00:00+00:00
349803.0,895771.0,51235.0,1296809.0,-0.4210087992911832,Democratic concerns,2020-08-16 00:00:00+00:00
428410.0,1176161.0,72765.0,1677336.0,-0.4457967872865067,Democratic concerns,2020-08-17 00:00:00+00:00
446047.0,1263726.0,79381.0,1789154.0,-0.457019909968622,Democratic concerns,2020-08-18 00:00:00+00:00
416296.0,1246277.0,78577.0,1741150.0,-0.4766855239353301,Democratic concerns,2020-08-19 00:00:00+00:00
419836.0,1252247.0,76770.0,1748853.0,-0.47597539644555603,Democratic concerns,2020-08-20 00:00:00+00:00
491685.0,1264480.0,148653.0,1904818.0,-0.4057054269751756,Democratic concerns,2020-08-21 00:00:00+00:00
532491.0,977249.0,136114.0,1645854.0,-0.27022931560150537,Democratic concerns,2020-08-22 00:00:00+00:00
713120.0,1010566.0,139555.0,1863241.0,-0.15963903756948242,Democratic concerns,2020-08-23 00:00:00+00:00
723681.0,1162805.0,131309.0,2017795.0,-0.21762567555177806,Democratic concerns,2020-08-24 00:00:00+00:00
894605.0,1256971.0,147218.0,2298794.0,-0.1576330893503289,Democratic concerns,2020-08-25 00:00:00+00:00
920210.0,1285173.0,158690.0,2364073.0,-0.15437890454313383,Democratic concerns,2020-08-26 00:00:00+00:00
932313.0,1326821.0,176583.0,2435717.0,-0.1619679133495394,Democratic concerns,2020-08-27 00:00:00+00:00
941045.0,1562974.0,136790.0,2640809.0,-0.2355069980449173,Democratic concerns,2020-08-28 00:00:00+00:00
929075.0,1648172.0,150828.0,2728075.0,-0.2635913602082054,Democratic concerns,2020-08-29 00:00:00+00:00
752165.0,1545209.0,167713.0,2465087.0,-0.3217103493710364,Democratic concerns,2020-08-30 00:00:00+00:00
722175.0,1202815.0,174308.0,2099298.0,-0.22895272610177306,Democratic concerns,2020-08-31 00:00:00+00:00
657064.0,1083136.0,161122.0,1901322.0,-0.2240924998501043,Democratic concerns,2020-09-01 00:00:00+00:00
670493.0,1099730.0,156243.0,1926466.0,-0.2228105764648844,Democratic concerns,2020-09-02 00:00:00+00:00
674475.0,1045977.0,142386.0,1862838.0,-0.19942796958189601,Democratic concerns,2020-09-03 00:00:00+00:00
563726.0,760945.0,115115.0,1439786.0,-0.1369779953409743,Democratic concerns,2020-09-04 00:00:00+00:00
489297.0,595915.0,98720.0,1183932.0,-0.09005415851586071,Democratic concerns,2020-09-05 00:00:00+00:00
526516.0,607491.0,82016.0,1216023.0,-0.066590023379492,Democratic concerns,2020-09-06 00:00:00+00:00
547649.0,508268.0,70299.0,1126216.0,0.0349675373107823,Democratic concerns,2020-09-07 00:00:00+00:00
522765.0,507764.0,59322.0,1089851.0,0.01376426685849717,Democratic concerns,2020-09-08 00:00:00+00:00
492442.0,463097.0,60888.0,1016427.0,0.0288707403482985,Democratic concerns,2020-09-09 00:00:00+00:00
479201.0,476906.0,68823.0,1024930.0,0.0022391773096699288,Democratic concerns,2020-09-10 00:00:00+00:00
483122.0,732447.0,67852.0,1283421.0,-0.19426595014418496,Democratic concerns,2020-09-11 00:00:00+00:00
