left_layer,right_layer,left_topic,right_topic,rho,p,lag,n,selected_from,from_layer,to_layer,from_topic,to_topic
Public Reaction,Donald Trump,Economy,Guns control,0.6977210349650057,1.7262186935722217e-23,-6,152,significant,Public Reaction,Donald Trump,Economy,Guns control
Public Reaction,Donald Trump,Economy,Immigration,0.7632759070609132,4.5901120953978225e-30,-7,151,significant,Public Reaction,Donald Trump,Economy,Immigration
Public Reaction,Donald Trump,Economy,National security and foreign policy,0.7764865392656044,4.306275332422546e-32,-5,153,significant,Public Reaction,Donald Trump,Economy,National security and foreign policy
Public Reaction,Donald Trump,Economy,Voter trust,0.7826031913923274,6.817969531890578e-33,-5,153,significant,Public Reaction,Donald Trump,Economy,Voter trust
Public Reaction,Donald Trump,Economy,Wokeness,0.663033754062426,1.7856882302979044e-20,-7,151,significant,Public Reaction,Donald Trump,Economy,Wokeness
Public Reaction,Donald Trump,Guns control,Abortion,0.4631058365717124,5.076887945763958e-09,-14,144,significant,Public Reaction,Donald Trump,Guns control,Abortion
Public Reaction,Donald Trump,Guns control,Democratic concerns,0.3499477576340062,1.7116479499668914e-05,-14,144,significant,Public Reaction,Donald Trump,Guns control,Democratic concerns
Public Reaction,Donald Trump,Guns control,Economy,0.3855165723115354,1.0174071202657161e-06,-7,151,significant,Public Reaction,Donald Trump,Guns control,Economy
Public Reaction,Donald Trump,Guns control,Guns control,0.42781969222648564,6.484547887340925e-08,-11,147,significant,Public Reaction,Donald Trump,Guns control,Guns control
Public Reaction,Donald Trump,Guns control,Immigration,0.45251728125719043,8.703901348063154e-09,-11,147,significant,Public Reaction,Donald Trump,Guns control,Immigration
Public Reaction,Donald Trump,Guns control,National security and foreign policy,0.3691330691031344,5.292773044196157e-06,-14,144,significant,Public Reaction,Donald Trump,Guns control,National security and foreign policy
Public Reaction,Donald Trump,Guns control,Voter trust,0.33338015428603013,4.443313563074439e-05,-14,144,significant,Public Reaction,Donald Trump,Guns control,Voter trust
Public Reaction,Donald Trump,Guns control,Wokeness,0.38972844189091793,1.3770978061273294e-06,-14,144,significant,Public Reaction,Donald Trump,Guns control,Wokeness
Public Reaction,Donald Trump,Immigration,Abortion,0.6536525526899563,3.9439375459138656e-20,-4,154,significant,Public Reaction,Donald Trump,Immigration,Abortion
Public Reaction,Donald Trump,Immigration,Democratic concerns,0.7656528028262711,5.360630185689521e-29,-14,144,significant,Public Reaction,Donald Trump,Immigration,Democratic concerns
Public Reaction,Donald Trump,Immigration,Economy,0.6639932486299344,1.1792109468384202e-19,-14,144,significant,Public Reaction,Donald Trump,Immigration,Economy
Public Reaction,Donald Trump,Immigration,Guns control,0.7484177559981062,6.709454483265524e-29,-4,154,significant,Public Reaction,Donald Trump,Immigration,Guns control
Public Reaction,Donald Trump,Immigration,Immigration,0.6270518171837824,4.166119206506751e-17,-14,144,significant,Public Reaction,Donald Trump,Immigration,Immigration
Public Reaction,Donald Trump,Immigration,National security and foreign policy,0.6510352486811183,1.0130003540068784e-18,-14,144,significant,Public Reaction,Donald Trump,Immigration,National security and foreign policy
Public Reaction,Donald Trump,Immigration,Voter trust,0.763438532594186,9.588085898495556e-29,-14,144,significant,Public Reaction,Donald Trump,Immigration,Voter trust
Public Reaction,Donald Trump,Immigration,Wokeness,0.7512887083400952,1.111952777099861e-28,-7,151,significant,Public Reaction,Donald Trump,Immigration,Wokeness
Public Reaction,Donald Trump,National security and foreign policy,Abortion,0.4522667116114303,6.2461427675544925e-09,-8,150,significant,Public Reaction,Donald Trump,National security and foreign policy,Abortion
Public Reaction,Donald Trump,National security and foreign policy,Democratic concerns,0.43144911608786435,6.706469539541387e-08,-14,144,significant,Public Reaction,Donald Trump,National security and foreign policy,Democratic concerns
Public Reaction,Donald Trump,National security and foreign policy,Economy,0.3107125179108883,9.268442361705167e-05,-5,153,significant,Public Reaction,Donald Trump,National security and foreign policy,Economy
Public Reaction,Donald Trump,National security and foreign policy,Guns control,0.4675720816724573,1.2536119002401615e-09,-6,152,significant,Public Reaction,Donald Trump,National security and foreign policy,Guns control
Public Reaction,Donald Trump,National security and foreign policy,Immigration,0.33896561218623755,3.240801177272898e-05,-14,144,significant,Public Reaction,Donald Trump,National security and foreign policy,Immigration
Public Reaction,Donald Trump,National security and foreign policy,National security and foreign policy,0.29981661683699073,0.00026142886443989875,-14,144,significant,Public Reaction,Donald Trump,National security and foreign policy,National security and foreign policy
Public Reaction,Donald Trump,National security and foreign policy,Voter trust,0.3901522037519102,1.3381711159342425e-06,-14,144,significant,Public Reaction,Donald Trump,National security and foreign policy,Voter trust
Public Reaction,Donald Trump,National security and foreign policy,Wokeness,0.5263997359882119,4.5650105867477415e-12,-8,150,significant,Public Reaction,Donald Trump,National security and foreign policy,Wokeness
Public Reaction,Donald Trump,Voter trust,Abortion,0.6295543971965477,4.790816463672865e-18,-7,151,significant,Public Reaction,Donald Trump,Voter trust,Abortion
Public Reaction,Donald Trump,Voter trust,Democratic concerns,0.6417376612605966,1.1607209765091654e-18,-9,149,significant,Public Reaction,Donald Trump,Voter trust,Democratic concerns
Public Reaction,Donald Trump,Voter trust,Economy,0.6562496603832422,3.32156270540764e-20,-5,153,significant,Public Reaction,Donald Trump,Voter trust,Economy
Public Reaction,Donald Trump,Voter trust,Guns control,0.6554544439524492,3.8183197685645634e-20,-5,153,significant,Public Reaction,Donald Trump,Voter trust,Guns control
Public Reaction,Donald Trump,Voter trust,Immigration,0.6626178427533886,4.6221749798552655e-20,-10,148,significant,Public Reaction,Donald Trump,Voter trust,Immigration
Public Reaction,Donald Trump,Voter trust,National security and foreign policy,0.634818992178448,1.2339616739028838e-18,-5,153,significant,Public Reaction,Donald Trump,Voter trust,National security and foreign policy
Public Reaction,Donald Trump,Voter trust,Voter trust,0.6318273047467621,2.5870526696144015e-18,6,152,significant,Donald Trump,Public Reaction,Voter trust,Voter trust
Public Reaction,Donald Trump,Voter trust,Wokeness,0.6934896949100164,2.933371612019496e-23,-5,153,significant,Public Reaction,Donald Trump,Voter trust,Wokeness
Public Reaction,Donald Trump,Wokeness,Abortion,0.6324570530651556,8.315749332138199e-19,-2,156,significant,Public Reaction,Donald Trump,Wokeness,Abortion
Public Reaction,Donald Trump,Wokeness,Democratic concerns,0.6022015368901902,1.4162397683253885e-15,-14,144,significant,Public Reaction,Donald Trump,Wokeness,Democratic concerns
Public Reaction,Donald Trump,Wokeness,Economy,0.484396716255942,1.700977892518006e-10,-3,155,significant,Public Reaction,Donald Trump,Wokeness,Economy
Public Reaction,Donald Trump,Wokeness,Guns control,0.6935580022222542,1.0711777760660642e-23,-2,156,significant,Public Reaction,Donald Trump,Wokeness,Guns control
Public Reaction,Donald Trump,Wokeness,Immigration,0.5119055062138754,8.491128602062874e-12,-2,156,significant,Public Reaction,Donald Trump,Wokeness,Immigration
Public Reaction,Donald Trump,Wokeness,National security and foreign policy,0.4646999813101484,1.4385158424931337e-09,-5,153,significant,Public Reaction,Donald Trump,Wokeness,National security and foreign policy
Public Reaction,Donald Trump,Wokeness,Voter trust,0.5849545869020183,7.261553104839419e-15,-11,147,significant,Public Reaction,Donald Trump,Wokeness,Voter trust
Public Reaction,Donald Trump,Wokeness,Wokeness,0.6941381120724058,2.5709021653333976e-23,-5,153,significant,Public Reaction,Donald Trump,Wokeness,Wokeness
