topic,Immigration,Wokeness,Democratic concerns,Economy,Abortion,National security and foreign policy,Healthcare,Guns control
Immigration,0.2978688254864488,-0.35164221027124604,0.4875290459316798,-0.15544484335868758,0.33097015199214774,-0.12177618501976917,0.32347607832529435,-0.30097338067523827
Wokeness,0.5365412050577407,0.16977705796747186,0.4292201156620985,-0.26793198873998214,-0.25565787838291537,-0.16864379682559508,0.6054930551967096,-0.6438339453773713
Democratic concerns,0.33323199843557283,0.4302222538775083,0.7660606747387575,-0.1517736499693115,-0.2775033136779131,0.07542344950298507,0.49027806083216585,-0.3645132254349379
Economy,0.1407098749499925,-0.4618632930520657,0.4902617055825563,0.21304260758489543,0.15702197125094058,-0.5439109428319383,0.25402301727097154,-0.4370424687189931
Abortion,0.07285718158676542,-0.23342598107704124,0.4514964393376271,-0.19245513435648917,-0.35368041685662904,-0.3675823174846553,0.2588328905820253,-0.7202299943092095
National security and foreign policy,0.16020948935707532,-0.19082874718326415,0.5312520377981743,0.11311153172226655,-0.10058226025791617,0.15132701597825166,0.4351835722328397,-0.28248570940174517
Healthcare,0.22784283692530435,0.1613106452425089,0.5096073980892987,-0.19739608938975733,-0.21380675075367728,-0.11785098217705901,0.37880003284033553,-0.5839859611606194
Guns control,-0.167942663875229,-0.636966510165291,-0.2486947734256395,-0.3501961319903173,0.12398209692762187,-0.4066151657246227,-0.14386451469733919,-0.3236571928274125
