topic,Immigration,Wokeness,Democratic concerns,Economy,Abortion,National security and foreign policy,Healthcare,Guns control
Immigration,7.792047884316269e-07,1.632014748889214e-08,5.1148875480445394e-05,1.1732131183771108e-05,7.701045381288391e-10,0.00023121947500343856,0.0016491099402623707,2.949416234055372e-10
Wokeness,2.313344192397448e-13,8.566765324236059e-11,5.438530410236251e-24,8.149315241452649e-14,6.4082668762070985e-15,1.6704501284173483e-20,1.7299354003145798e-07,1.4318671731178896e-11
Democratic concerns,2.3243401938121843e-15,2.4820725770952743e-22,1.7565928794324862e-41,6.050530134367257e-18,8.725448344851976e-31,1.26081897743086e-25,2.0583605439100208e-07,1.213298385965963e-21
Economy,2.8236943140439334e-07,0.0015702026543024377,5.595900364002973e-06,2.8503767167823045e-16,0.008388040324890263,7.271004965218975e-08,0.20266366808192934,0.016261964823269245
Abortion,4.337613635030089e-05,0.0003264173416447954,0.00027153179625437996,2.3371772801330392e-05,7.631927347634373e-05,0.0003683522659442432,0.16386726232369817,3.9649506836890145e-05
National security and foreign policy,0.16991085315629073,0.00028511180190406686,2.3546607650527997e-05,0.15628625139757896,5.143844704720626e-06,0.012109349004825621,0.28717742610175756,0.00026589633673378187
Healthcare,0.00040357937562834553,5.590920747266294e-06,8.326676317608652e-05,4.0126758019127734e-05,5.914963176989683e-10,4.4977545482103134e-06,0.19573149769958154,4.9626451568960165e-06
Guns control,0.011081370012604229,0.01811000011910287,0.0004329159091197878,0.011449380959277293,0.1191460513698571,0.26026808825378195,0.023119915900134937,0.0036844073006216545
